EWMA_Termico;30.00%;0.3529;0.0 seg;3;7;4

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;71.43%;0.6667;0.0 seg;5;2;3

EWMA_Termico;30.00%;0.3333;0.0 seg;3;7;5

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;71.43%;0.6667;0.0 seg;5;2;3

EWMA_Termico;30.00%;0.3333;0.0 seg;3;7;5

Z-Score_Termico;62.50%;0.6250;0.0 seg;5;3;3

EWMA_Termico;30.00%;0.3333;0.0 seg;3;7;5

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;66.67%;0.6667;0.0 seg;6;3;3

EWMA_Termico;30.00%;0.3158;0.0 seg;3;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;66.67%;0.6667;0.0 seg;6;3;3

EWMA_Termico;30.00%;0.3158;0.0 seg;3;7;6

Z-Score_Termico;70.00%;0.7000;0.0 seg;7;3;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;70.00%;0.7000;0.0 seg;7;3;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;70.00%;0.7000;0.0 seg;7;3;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;2

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;63.64%;0.6667;0.0 seg;7;4;3

EWMA_Termico;36.36%;0.3810;0.0 seg;4;7;6

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Z-Score_Termico;66.67%;0.6957;0.0 seg;8;4;3

EWMA_Termico;41.67%;0.4348;0.0 seg;5;7;6

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

EWMA_Termico;41.67%;0.4167;0.0 seg;5;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;66.67%;0.6667;0.0 seg;8;4;4

